CodeSection,fips,total,black_percent,hispanic_percent,Black (Non-Hispanic),White (Non-Hispanic),Hispanic,American Indian or Alaskan Native,Asian or Pacific Islander,MISSING,Other
4VAC20 -140-25,73,4,0,0,0,4,0,0,0,0,0
4VAC20,1,2,0,0,0,2,0,0,0,0,0
4VAC2-620-60,1,1,0,0,0,1,0,0,0,0,0
4VAC2-27-30,711,1,0,0,0,1,0,0,0,0,0
4VAC19-40-280,163,1,0,0,0,1,0,0,0,0,0
4VAC19-290-14,29,1,0,0,0,1,0,0,0,0,0
4VAC1827-20,5,1,0,0,0,1,0,0,0,0,0
4VAC18-90-231B,5,1,0,0,0,1,0,0,0,0,0
4VAC18-90-231,163,1,0,0,0,1,0,0,0,0,0
4VAC18-370-50,155,1,0,0,0,1,0,0,0,0,0
4VAC18-320-25,155,1,0,0,0,1,0,0,0,0,0
4VAC18-260-30,193,1,0,0,0,1,0,0,0,0,0
4VAC16-430-30,163,1,0,0,0,1,0,0,0,0,0
4VAC15P260-30,41,1,0,0,0,1,0,0,0,0,0
4VAC15L-390-20,67,1,0,0,0,1,0,0,0,0,0
4VAC15920230,161,1,0,0,0,1,0,0,0,0,0
4VAC159080F,1,1,0,0,0,1,0,0,0,0,0
4VAC159070D,161,3,0,0,0,3,0,0,0,0,0
4VAC159070(D),17,1,0,0,0,1,0,0,0,0,0
4VAC1590293(B),17,1,0,0,0,1,0,0,0,0,0
4VAC1590285,169,1,0,0,0,1,0,0,0,0,0
4VAC1590241(B),173,1,0,0,0,1,0,0,0,0,0
4VAC1590241(A),173,1,0,0,0,1,0,0,0,0,0
4VAC1590241,133,5,0,0,0,5,0,0,0,0,0
4VAC1590231C,800,2,0,0,0,2,0,0,0,0,0
4VAC1590231B,139,30,6.67,0,2,28,0,0,0,0,0
4VAC1590231A,193,33,12.12,0,4,29,0,0,0,0,0
4VAC15902314V,51,1,0,0,0,1,0,0,0,0,0
4VAC1590231)A),25,1,0,0,0,1,0,0,0,0,0
4VAC1590231(R),161,1,0,0,0,1,0,0,0,0,0
4VAC1590231(D),161,1,0,0,0,1,0,0,0,0,0
4VAC1590231(C),17,2,0,0,0,2,0,0,0,0,0
4VAC1590231(B),161,23,0,0,0,23,0,0,0,0,0
4VAC1590231(A),161,16,0,0,0,16,0,0,0,0,0
4VAC1590231.(B),173,1,0,0,0,1,0,0,0,0,0
4VAC1590231 B,175,1,0,0,0,1,0,0,0,0,0
4VAC1590231,169,89,2.25,0,2,85,0,0,0,2,0
4VAC1590230C,161,1,0,0,0,1,0,0,0,0,0
4VAC1590230(C),85,2,0,0,0,2,0,0,0,0,0
4VAC1590230,161,2,0,0,0,2,0,0,0,0,0
4VAC1590-231(B),25,1,0,0,0,1,0,0,0,0,0
4VAC1590-231,1,3,0,0,0,3,0,0,0,0,0
4VAC1590-230,125,1,0,0,0,1,0,0,0,0,0
4VAC157070,169,1,0,0,0,1,0,0,0,0,0
4VAC155081,161,2,0,0,0,2,0,0,0,0,0
4VAC155050,161,2,0,0,0,2,0,0,0,0,0
4VAC1550-81,65,1,0,0,0,1,0,0,0,0,0
4VAC155-370-70C,101,1,100,0,1,0,0,0,0,0,0
4VAC15460160,131,1,0,0,0,1,0,0,0,0,0
4VAC1544030B,131,1,0,0,0,1,0,0,0,0,0
4VAC1543090,69,1,0,0,0,1,0,0,0,0,0
4VAC1543080B,650,1,0,0,0,0,0,0,1,0,0
4VAC1543080A,73,4,0,0,0,4,0,0,0,0,0
4VAC1543080,131,3,0,0,0,2,0,0,1,0,0
4VAC1543070,193,1,0,0,0,1,0,0,0,0,0
4VAC15430601,73,2,50,0,1,1,0,0,0,0,0
4VAC1543060,193,1,0,0,0,1,0,0,0,0,0
4VAC1543050-B,103,1,0,0,0,1,0,0,0,0,0
4VAC1543050,810,1,100,0,1,0,0,0,0,0,0
4VAC1543030B,73,18,5.56,0,1,16,0,0,0,1,0
4VAC1543030A,193,10,10,10,1,7,1,0,1,0,0
4VAC1543030(B),810,7,0,0,0,7,0,0,0,0,0
4VAC1543030(A),193,7,14.29,0,1,6,0,0,0,0,0
4VAC1543030(1),810,1,0,0,0,1,0,0,0,0,0
4VAC1543030,193,53,5.66,0,3,50,0,0,0,0,0
4VAC15430190A1,73,5,20,0,1,4,0,0,0,0,0
4VAC15430190A,73,1,0,0,0,1,0,0,0,0,0
4VAC15430190,193,13,15.38,7.69,2,9,1,0,0,0,1
4VAC15430140,199,1,0,0,0,1,0,0,0,0,0
4VAC1543011C,131,1,0,0,0,1,0,0,0,0,0
4VAC15430110B,73,4,0,0,0,4,0,0,0,0,0
4VAC15430110(D),810,1,0,0,0,1,0,0,0,0,0
4VAC15430110(B),810,3,0,0,0,3,0,0,0,0,0
4VAC15430110,73,1,0,0,0,1,0,0,0,0,0
4VAC15430.60,195,1,0,0,0,1,0,0,0,0,0
4VAC15430-30A,710,1,0,0,0,1,0,0,0,0,0
4VAC15430-30,810,6,0,16.67,0,5,1,0,0,0,0
4VAC15430,73,2,0,0,0,2,0,0,0,0,0
4VAC1542140,25,1,100,0,1,0,0,0,0,0,0
4VAC1542040,193,28,0,0,0,28,0,0,0,0,0
4VAC1542030B,73,1,0,0,0,1,0,0,0,0,0
4VAC15420100,139,2,0,0,0,2,0,0,0,0,0
4VAC1542010,830,1,0,0,0,1,0,0,0,0,0
4VAC15420-40,179,3,0,0,0,3,0,0,0,0,0
4VAC15420-100,99,1,0,0,0,1,0,0,0,0,0
4VAC154060F,17,4,0,0,0,4,0,0,0,0,0
4VAC154060(F),17,11,0,0,0,11,0,0,0,0,0
4VAC154060(A),161,1,0,0,0,1,0,0,0,0,0
4VAC154060,17,15,0,0,0,15,0,0,0,0,0
4VAC1540430.30,83,1,0,0,0,1,0,0,0,0,0
4VAC1540285,25,13,0,0,0,13,0,0,0,0,0
4VAC1540282,169,4,0,0,0,4,0,0,0,0,0
4VAC1540280D,145,3,0,0,0,3,0,0,0,0,0
4VAC1540280C,197,2,0,0,0,2,0,0,0,0,0
4VAC1540280(C),35,1,0,0,0,1,0,0,0,0,0
4VAC1540280(B),161,4,0,0,0,4,0,0,0,0,0
4VAC1540280,161,70,7.14,5.71,5,56,4,0,3,2,0
4VAC1540250,161,4,0,0,0,4,0,0,0,0,0
4VAC1540235,161,1,0,0,0,1,0,0,0,0,0
4VAC1540230,161,1,0,0,0,1,0,0,0,0,0
4VAC1540200,169,1,0,0,0,1,0,0,0,0,0
4VAC1540180(B),29,1,0,0,0,1,0,0,0,0,0
4VAC1540180,147,1,0,0,0,1,0,0,0,0,0
4VAC1540170,37,6,0,0,0,6,0,0,0,0,0
4VAC1540083,125,1,0,0,0,1,0,0,0,0,0
4VAC1540-280,7,4,25,0,1,3,0,0,0,0,0
4VAC1540 285,159,2,0,0,0,2,0,0,0,0,0
4VAC1539090,133,1,0,0,0,1,0,0,0,0,0
4VAC1539080,139,1,0,0,0,1,0,0,0,0,0
4VAC1539070,133,6,0,0,0,6,0,0,0,0,0
4VAC1539040,191,1,0,0,0,1,0,0,0,0,0
4VAC15390150,133,2,0,0,0,2,0,0,0,0,0
4VAC15390140,17,6,0,0,0,6,0,0,0,0,0
4VAC15390130,650,1,0,0,0,0,0,0,1,0,0
4VAC15390-140,73,1,0,0,0,1,0,0,0,0,0
4VAC1538040,650,2,50,0,1,1,0,0,0,0,0
4VAC153750,177,1,0,0,0,1,0,0,0,0,0
4VAC15370L,193,1,0,0,0,1,0,0,0,0,0
4VAC1537050,17,37,2.7,5.41,1,32,2,0,0,0,2
4VAC15370.50,67,4,0,0,0,4,0,0,0,0,0
4VAC15370-50,25,4,0,0,0,4,0,0,0,0,0
4VAC15370-30,1,1,0,0,0,1,0,0,0,0,0
4VAC1536040,69,1,0,0,0,1,0,0,0,0,0
4VAC1536010,175,1,0,0,0,1,0,0,0,0,0
4VAC1535060,35,2,0,0,0,2,0,0,0,0,0
4VAC1535010,139,5,0,0,0,5,0,0,0,0,0
4VAC1534040,161,3,0,0,0,3,0,0,0,0,0
4VAC153330-120,173,1,0,0,0,1,0,0,0,0,0
4VAC153310,195,1,0,0,0,1,0,0,0,0,0
4VAC1533080,139,15,0,0,0,15,0,0,0,0,0
4VAC1533060,840,28,7.14,7.14,2,24,2,0,0,0,0
4VAC1533050,71,1,0,0,0,1,0,0,0,0,0
4VAC1533030,77,3,0,0,0,3,0,0,0,0,0
4VAC15330160,161,12,50,0,6,5,0,0,0,0,1
4VAC15330150,17,1,0,0,0,1,0,0,0,0,0
4VAC15330-60,173,1,0,0,0,1,0,0,0,0,0
4VAC15330,650,1,0,0,0,1,0,0,0,0,0
4VAC1532060,163,1,0,0,0,1,0,0,0,0,0
4VAC1532030,139,1,0,0,0,1,0,0,0,0,0
4VAC1532025,77,24,16.67,33.33,4,12,8,0,0,0,0
4VAC15320120,17,6,0,0,0,5,0,0,0,0,1
4VAC15320100E,139,3,33.33,0,1,2,0,0,0,0,0
4VAC15320100,139,20,0,5,0,18,1,0,1,0,0
4VAC15320-100,147,1,0,0,0,1,0,0,0,0,0
4VAC1532-100,49,1,0,0,0,1,0,0,0,0,0
4VAC15301101,810,1,0,0,0,1,0,0,0,0,0
4VAC153010,175,2,0,0,0,2,0,0,0,0,0
4VAC1529231A,161,1,0,0,0,1,0,0,0,0,0
4VAC1529080(B),17,1,0,0,0,1,0,0,0,0,0
4VAC1529080(A),17,1,0,0,0,1,0,0,0,0,0
4VAC1529080,49,3,0,0,0,3,0,0,0,0,0
4VAC1529070,7,1,0,0,0,1,0,0,0,0,0
4VAC15290140,83,20,0,0,0,20,0,0,0,0,0
4VAC15290130,163,7,0,0,0,7,0,0,0,0,0
4VAC15290.120,161,1,0,0,0,1,0,0,0,0,0
4VAC15290-140,7,1,0,0,0,1,0,0,0,0,0
4VAC1527080,131,5,0,0,0,5,0,0,0,0,0
4VAC1527040,139,1,0,0,0,1,0,0,0,0,0
4VAC15270350,177,1,0,0,0,1,0,0,0,0,0
4VAC1527020,175,1,0,0,0,1,0,0,0,0,0
4VAC1527010,161,10,0,0,0,10,0,0,0,0,0
4VAC15270-80,1,3,0,0,0,3,0,0,0,0,0
4VAC15270-10,173,1,0,0,0,1,0,0,0,0,0
4VAC1526030,193,22,0,0,0,22,0,0,0,0,0
4VAC15260-30,199,1,0,0,0,1,0,0,0,0,0
4VAC1524081C,69,1,0,0,0,1,0,0,0,0,0
4VAC1524081B,163,4,0,0,0,4,0,0,0,0,0
4VAC1524081A,31,2,0,0,0,2,0,0,0,0,0
4VAC1524081(C),85,1,0,0,0,1,0,0,0,0,0
4VAC1524081(B),193,2,0,0,0,2,0,0,0,0,0
4VAC1524081(A),9,2,0,0,0,2,0,0,0,0,0
4VAC1524081,193,2,0,0,0,2,0,0,0,0,0
4VAC1524080C,127,1,0,0,0,1,0,0,0,0,0
4VAC1524080(C),161,2,0,0,0,2,0,0,0,0,0
4VAC15240140,29,1,0,0,0,1,0,0,0,0,0
4VAC15240-81B,81,1,0,0,0,1,0,0,0,0,0
4VAC15230-25,161,1,0,0,0,0,0,0,1,0,0
4VAC152100,167,1,0,0,0,1,0,0,0,0,0
4VAC152066,161,1,0,0,0,1,0,0,0,0,0
4VAC1520100,117,1,100,0,1,0,0,0,0,0,0
4VAC1517030,139,1,0,0,0,1,0,0,0,0,0
4VAC1511020,119,1,0,0,0,1,0,0,0,0,0
4VAC15090-231,29,1,0,0,0,0,0,0,0,1,0
4VAC150430-30A,711,1,0,0,0,1,0,0,0,0,0
4VAC150420-40,711,1,0,0,0,1,0,0,0,0,0
4VAC15040-280,550,1,0,0,0,1,0,0,0,0,0
4VAC150390-40,1,1,0,0,0,1,0,0,0,0,0
4VAC150320-100,147,1,0,0,0,1,0,0,0,0,0
4VAC150231,131,2,0,0,0,2,0,0,0,0,0
4VAC150=-90-231,830,1,0,0,0,1,0,0,0,0,0
4VAC150-231(B),161,1,0,0,0,1,0,0,0,0,0
4VAC15.90.231,61,2,0,0,0,2,0,0,0,0,0
4VAC15.90.230,125,1,0,0,0,1,0,0,0,0,0
4VAC15.90-231B,109,1,0,0,0,1,0,0,0,0,0
4VAC15.90-231,83,6,16.67,0,1,5,0,0,0,0,0
4VAC15.90-23(C),79,1,0,0,0,1,0,0,0,0,0
4VAC15.9-231(A),149,1,0,0,0,1,0,0,0,0,0
4VAC15.50-81(A),3,1,0,0,0,1,0,0,0,0,0
4VAC15.50-120D,91,1,0,0,0,1,0,0,0,0,0
4VAC15.430.30,17,2,0,0,0,2,0,0,0,0,0
4VAC15.430-30B,810,1,0,0,0,1,0,0,0,0,0
4VAC15.430-30,83,1,0,0,0,1,0,0,0,0,0
4VAC15.420-40,740,1,0,0,0,1,0,0,0,0,0
4VAC15.410.160,187,1,0,0,0,1,0,0,0,0,0
4VAC15.4060F,5,1,0,0,0,1,0,0,0,0,0
4VAC15.40.285,67,1,0,0,0,1,0,0,0,0,0
4VAC15.40.280,163,1,0,0,0,1,0,0,0,0,0
4VAC15.40-285,165,1,0,0,0,1,0,0,0,0,0
4VAC15.40-280,147,13,30.77,0,4,9,0,0,0,0,0
4VAC15.4-30-30,830,1,0,0,0,1,0,0,0,0,0
4VAC15.390.140,67,4,0,0,0,4,0,0,0,0,0
4VAC15.390-140,810,2,0,0,0,2,0,0,0,0,0
4VAC15.370.50,19,7,0,0,0,7,0,0,0,0,0
4VAC15.370-50,177,4,0,50,0,2,2,0,0,0,0
4VAC15.330.150,17,2,0,0,0,2,0,0,0,0,0
4VAC15.330-80,165,1,0,0,0,1,0,0,0,0,0
4VAC15.330-160,17,1,0,0,0,1,0,0,0,0,0
4VAC15.330-120,173,1,0,0,0,1,0,0,0,0,0
4VAC15.330-10,195,1,0,0,0,1,0,0,0,0,0
4VAC15.320.25,155,4,25,0,1,1,0,0,2,0,0
4VAC15.320.100,135,1,0,0,0,1,0,0,0,0,0
4VAC15.320-100,147,1,0,0,0,1,0,0,0,0,0
4VAC15.290.80,111,2,0,0,0,2,0,0,0,0,0
4VAC15.290-80,195,1,0,0,0,1,0,0,0,0,0
4VAC15.290-140,149,2,0,0,0,2,0,0,0,0,0
4VAC15.270.40,17,1,0,0,0,1,0,0,0,0,0
4VAC15.260.140,73,1,0,0,0,1,0,0,0,0,0
4VAC15.260-140,85,1,0,0,0,1,0,0,0,0,0
4VAC15.248,149,1,0,0,0,1,0,0,0,0,0
4VAC15-98-231,15,1,0,0,0,1,0,0,0,0,0
4VAC15-950-30,800,1,0,0,0,0,0,0,1,0,0
4VAC15-920-230,161,1,0,0,0,1,0,0,0,0,0
4VAC15-92-31(C),9,1,0,0,0,1,0,0,0,0,0
4VAC15-92-31(B),9,1,0,0,0,1,0,0,0,0,0
4VAC15-90231A,830,3,0,0,0,3,0,0,0,0,0
4VAC15-90231(B),25,1,0,0,0,1,0,0,0,0,0
4VAC15-90231(A),165,1,0,0,0,1,0,0,0,0,0
4VAC15-90231(13,169,1,0,0,0,1,0,0,0,0,0
4VAC15-90231,193,2,0,0,0,2,0,0,0,0,0
4VAC15-9023.B,830,1,100,0,1,0,0,0,0,0,0
4VAC15-9023 (B),17,1,0,0,0,1,0,0,0,0,0
4VAC15-901-231B,83,1,0,0,0,1,0,0,0,0,0
4VAC15-90.731B,41,1,0,0,0,1,0,0,0,0,0
4VAC15-90.231B,193,2,0,0,0,2,0,0,0,0,0
4VAC15-90.231A,145,1,0,0,0,1,0,0,0,0,0
4VAC15-90.231(B,67,1,0,0,0,1,0,0,0,0,0
4VAC15-90.231 B,195,1,0,0,0,1,0,0,0,0,0
4VAC15-90.231,161,11,0,0,0,11,0,0,0,0,0
4VAC15-90.2302,85,1,0,0,0,1,0,0,0,0,0
4VAC15-90.230,49,1,0,0,0,1,0,0,0,0,0
4VAC15-90-931,117,1,0,0,0,1,0,0,0,0,0
4VAC15-90-91,800,3,33.33,0,1,2,0,0,0,0,0
4VAC15-90-90,19,32,3.12,0,1,31,0,0,0,0,0
4VAC15-90-89,19,17,5.88,0,1,16,0,0,0,0,0
4VAC15-90-80I,173,1,0,0,0,1,0,0,0,0,0
4VAC15-90-80H,171,1,0,0,0,1,0,0,0,0,0
4VAC15-90-80(I),91,5,0,0,0,5,0,0,0,0,0
4VAC15-90-80(H),15,1,0,0,0,1,0,0,0,0,0
4VAC15-90-80(F),167,1,0,0,0,1,0,0,0,0,0
4VAC15-90-80,67,22,0,0,0,22,0,0,0,0,0
4VAC15-90-70D,73,4,0,0,0,4,0,0,0,0,0
4VAC15-90-70(D),9,4,0,0,0,4,0,0,0,0,0
4VAC15-90-70,93,11,0,0,0,11,0,0,0,0,0
4VAC15-90-321A,155,1,0,0,0,1,0,0,0,0,0
4VAC15-90-321,143,2,0,0,0,2,0,0,0,0,0
4VAC15-90-293E,31,4,0,0,0,4,0,0,0,0,0
4VAC15-90-293B,23,2,0,0,0,2,0,0,0,0,0
4VAC15-90-293.E,9,2,0,0,0,2,0,0,0,0,0
4VAC15-90-293,105,12,8.33,0,1,11,0,0,0,0,0
4VAC15-90-291,25,1,0,0,0,1,0,0,0,0,0
4VAC15-90-285,105,1,0,0,0,1,0,0,0,0,0
4VAC15-90-280,7,1,0,0,0,1,0,0,0,0,0
4VAC15-90-251,165,7,0,0,0,7,0,0,0,0,0
4VAC15-90-241A,23,2,0,0,0,2,0,0,0,0,0
4VAC15-90-241,19,69,1.45,0,1,68,0,0,0,0,0
4VAC15-90-23B,143,1,0,0,0,1,0,0,0,0,0
4VAC15-90-23A(B,71,1,0,0,0,1,0,0,0,0,0
4VAC15-90-2321,17,1,0,0,0,1,0,0,0,0,0
4VAC15-90-231C,101,28,7.14,0,2,26,0,0,0,0,0
4VAC15-90-231B,83,285,6.67,0.35,19,261,1,0,0,3,1
4VAC15-90-231A,197,171,7.02,0,12,156,0,0,0,0,3
4VAC15-90-23113,93,1,100,0,1,0,0,0,0,0,0
4VAC15-90-231/B,17,1,0,0,0,1,0,0,0,0,0
4VAC15-90-231/A,17,2,0,0,0,2,0,0,0,0,0
4VAC15-90-231(C,67,6,16.67,0,1,5,0,0,0,0,0
4VAC15-90-231(B,135,15,20,0,3,12,0,0,0,0,0
4VAC15-90-231(A,135,8,25,0,2,6,0,0,0,0,0
4VAC15-90-231.C,67,3,33.33,0,1,2,0,0,0,0,0
4VAC15-90-231.B,9,7,14.29,0,1,6,0,0,0,0,0
4VAC15-90-231.A,73,4,25,0,1,3,0,0,0,0,0
4VAC15-90-231-B,127,9,11.11,0,1,8,0,0,0,0,0
4VAC15-90-231-A,127,4,0,0,0,4,0,0,0,0,0
4VAC15-90-231 C,165,4,0,0,0,4,0,0,0,0,0
4VAC15-90-231 B,163,18,0,0,0,18,0,0,0,0,0
4VAC15-90-231 A,163,7,0,0,0,7,0,0,0,0,0
4VAC15-90-231,163,940,7.45,0.43,70,858,4,0,0,3,5
4VAC15-90-230E,19,1,0,0,0,1,0,0,0,0,0
4VAC15-90-230C,9,31,3.23,0,1,28,0,0,1,0,1
4VAC15-90-230B,9,19,0,0,0,16,0,0,1,0,2
4VAC15-90-230)B,67,1,0,0,0,1,0,0,0,0,0
4VAC15-90-230.C,67,2,50,0,1,1,0,0,0,0,0
4VAC15-90-230.B,67,2,50,0,1,1,0,0,0,0,0
4VAC15-90-230,67,65,1.54,3.08,1,62,2,0,0,0,0
4VAC15-90-23(B),57,1,0,0,0,1,0,0,0,0,0
4VAC15-90-23.B,830,1,100,0,1,0,0,0,0,0,0
4VAC15-90-23,1,9,11.11,0,1,8,0,0,0,0,0
4VAC15-90-21B,191,1,0,0,0,1,0,0,0,0,0
4VAC15-90-21A,191,1,0,0,0,1,0,0,0,0,0
4VAC15-90-213B,143,1,0,0,0,1,0,0,0,0,0
4VAC15-90-20-23,119,1,0,0,0,1,0,0,0,0,0
4VAC15-90-140,117,4,0,0,0,4,0,0,0,0,0
4VAC15-90-131B,21,1,0,0,0,1,0,0,0,0,0
4VAC15-90,5,2,0,0,0,2,0,0,0,0,0
4VAC15-80-230,36,1,0,0,0,1,0,0,0,0,0
4VAC15-730-30,810,1,0,0,0,1,0,0,0,0,0
4VAC15-730-110B,199,1,0,0,0,1,0,0,0,0,0
4VAC15-70-70,117,8,0,0,0,8,0,0,0,0,0
4VAC15-70-60-B,97,1,100,0,1,0,0,0,0,0,0
4VAC15-70-280,147,1,0,100,0,0,1,0,0,0,0
4VAC15-60-231B,93,1,0,0,0,1,0,0,0,0,0
4VAC15-60-231A,171,1,0,0,0,1,0,0,0,0,0
4VAC15-570-50,191,1,0,0,0,1,0,0,0,0,0
4VAC15-530-60-2,711,1,0,0,0,0,0,0,0,0,1
4VAC15-530-60,117,1,0,0,0,1,0,0,0,0,0
4VAC15-530-30A,199,1,0,0,0,1,0,0,0,0,0
4VAC15-5081(A),51,1,0,0,0,1,0,0,0,0,0
4VAC15-50-81B,191,1,0,0,0,1,0,0,0,0,0
4VAC15-50-81A,111,2,0,0,0,2,0,0,0,0,0
4VAC15-50-81(C),23,2,0,0,0,2,0,0,0,0,0
4VAC15-50-81(B),11,11,0,0,0,11,0,0,0,0,0
4VAC15-50-81(A),67,3,0,0,0,3,0,0,0,0,0
4VAC15-50-81,45,24,0,0,0,24,0,0,0,0,0
4VAC15-50-80C,121,1,0,0,0,1,0,0,0,0,0
4VAC15-50-80(C),165,1,0,0,0,1,0,0,0,0,0
4VAC15-50-71(E),19,1,0,0,0,1,0,0,0,0,0
4VAC15-50-71(D),125,1,0,0,0,1,0,0,0,0,0
4VAC15-50-71,63,1,0,0,0,1,0,0,0,0,0
4VAC15-50-50,165,11,9.09,0,1,10,0,0,0,0,0
4VAC15-50-40,125,3,0,0,0,3,0,0,0,0,0
4VAC15-50-284,9,1,0,0,0,1,0,0,0,0,0
4VAC15-50-282,197,2,0,0,0,2,0,0,0,0,0
4VAC15-50-120D,91,4,0,0,0,4,0,0,0,0,0
4VAC15-50-120,91,1,0,0,0,1,0,0,0,0,0
4VAC15-470-40,119,1,0,0,0,1,0,0,0,0,0
4VAC15-470-170,199,1,0,0,0,1,0,0,0,0,0
4VAC15-463-190,145,1,0,0,0,1,0,0,0,0,0
4VAC15-460-30,199,1,0,0,0,1,0,0,0,0,0
4VAC15-46-288,163,1,0,0,0,1,0,0,0,0,0
4VAC15-46-285,21,1,0,0,0,1,0,0,0,0,0
4VAC15-450.190,67,1,0,0,0,1,0,0,0,0,0
4VAC15-450-40,800,1,100,0,1,0,0,0,0,0,0
4VAC15-450-30A,73,1,0,0,0,1,0,0,0,0,0
4VAC15-450-30,810,2,0,0,0,2,0,0,0,0,0
4VAC15-440(A),810,1,0,0,0,1,0,0,0,0,0
4VAC15-440-20D,810,1,0,0,0,1,0,0,0,0,0
4VAC15-440-20A,810,5,0,0,0,5,0,0,0,0,0
4VAC15-440-20 A,810,1,0,0,0,1,0,0,0,0,0
4VAC15-440-20,1,2,0,0,0,2,0,0,0,0,0
4VAC15-438-30,800,1,0,0,0,1,0,0,0,0,0
4VAC15-434-190,5,1,0,0,0,1,0,0,0,0,0
4VAC15-430DB,73,1,100,0,1,0,0,0,0,0,0
4VAC15-430A,179,1,0,0,0,1,0,0,0,0,0
4VAC15-430110B,133,1,0,0,0,1,0,0,0,0,0
4VAC15-430.30B,810,1,0,0,0,1,0,0,0,0,0
4VAC15-430.30A,830,1,0,0,0,1,0,0,0,0,0
4VAC15-430.30,149,3,33.33,0,1,2,0,0,0,0,0
4VAC15-430-B,701,2,0,0,0,2,0,0,0,0,0
4VAC15-430-90,119,1,0,0,0,1,0,0,0,0,0
4VAC15-430-80B,119,1,0,0,0,1,0,0,0,0,0
4VAC15-430-80A,119,6,0,0,0,6,0,0,0,0,0
4VAC15-430-80-B,199,2,0,50,0,1,1,0,0,0,0
4VAC15-430-80-A,119,1,0,0,0,1,0,0,0,0,0
4VAC15-430-80,810,43,11.63,0,5,36,0,0,2,0,0
4VAC15-430-70,119,3,0,0,0,3,0,0,0,0,0
4VAC15-430-6071,73,1,0,0,0,1,0,0,0,0,0
4VAC15-430-60-2,73,2,0,0,0,2,0,0,0,0,0
4VAC15-430-60-1,701,3,33.33,0,1,1,0,0,1,0,0
4VAC15-430-60,810,13,7.69,0,1,11,0,0,1,0,0
4VAC15-430-50B,810,4,0,0,0,4,0,0,0,0,0
4VAC15-430-50-B,73,2,0,0,0,2,0,0,0,0,0
4VAC15-430-50,810,6,0,0,0,6,0,0,0,0,0
4VAC15-430-430,153,2,0,0,0,2,0,0,0,0,0
4VAC15-430-40,810,4,0,0,0,4,0,0,0,0,0
4VAC15-430-39B,810,1,0,0,0,1,0,0,0,0,0
4VAC15-430-30B,810,105,4.76,7.62,5,89,8,0,3,0,0
4VAC15-430-30A,119,63,7.94,4.76,5,54,3,0,1,0,0
4VAC15-430-308,810,1,0,0,0,1,0,0,0,0,0
4VAC15-430-304,93,1,0,0,0,1,0,0,0,0,0
4VAC15-430-30(B,810,6,0,0,0,6,0,0,0,0,0
4VAC15-430-30(A,185,2,0,0,0,2,0,0,0,0,0
4VAC15-430-30-B,119,12,25,0,3,9,0,0,0,0,0
4VAC15-430-30-A,199,15,6.67,13.33,1,11,2,0,0,0,1
4VAC15-430-30 B,810,5,0,0,0,5,0,0,0,0,0
4VAC15-430-30,810,393,5.85,2.29,23,358,9,0,1,0,2
4VAC15-430-3-,1,1,0,0,0,1,0,0,0,0,0
4VAC15-430-19B,800,1,100,0,1,0,0,0,0,0,0
4VAC15-430-191,155,1,0,0,0,1,0,0,0,0,0
4VAC15-430-190A,119,3,0,0,0,3,0,0,0,0,0
4VAC15-430-190,810,120,5,0.83,6,111,1,0,1,1,0
4VAC15-430-19,117,1,0,0,0,1,0,0,0,0,0
4VAC15-430-170,199,1,100,0,1,0,0,0,0,0,0
4VAC15-430-160,199,3,0,33.33,0,2,1,0,0,0,0
4VAC15-430-140,67,1,0,0,0,1,0,0,0,0,0
4VAC15-430-130,17,1,0,0,0,1,0,0,0,0,0
4VAC15-430-120,810,2,0,0,0,2,0,0,0,0,0
4VAC15-430-110V,199,1,0,0,0,1,0,0,0,0,0
4VAC15-430-110B,810,49,12.24,0,6,43,0,0,0,0,0
4VAC15-430-110,810,16,6.25,0,1,15,0,0,0,0,0
4VAC15-430-100B,810,1,0,0,0,1,0,0,0,0,0
4VAC15-430-100,810,2,0,0,0,2,0,0,0,0,0
4VAC15-430-10,117,8,0,0,0,7,0,0,1,0,0
4VAC15-430- 30,5,1,0,0,0,1,0,0,0,0,0
4VAC15-430,25,4,0,0,0,4,0,0,0,0,0
4VAC15-43-30,5,2,0,0,0,2,0,0,0,0,0
4VAC15-43-030,153,1,0,0,0,1,0,0,0,0,0
4VAC15-42040,550,1,0,0,0,0,0,0,1,0,0
4VAC15-420.40,810,2,0,0,0,2,0,0,0,0,0
4VAC15-420-60E,199,2,0,50,0,1,1,0,0,0,0
4VAC15-420-60(E,73,2,0,0,0,2,0,0,0,0,0
4VAC15-420-60-5,710,1,0,0,0,0,0,0,1,0,0
4VAC15-420-60,121,2,0,0,0,2,0,0,0,0,0
4VAC15-420-40C,650,1,0,0,0,0,0,0,1,0,0
4VAC15-420-40,810,229,0.44,1.31,1,220,3,0,3,0,2
4VAC15-420-30A,710,1,0,100,0,0,1,0,0,0,0
4VAC15-420-30,177,7,0,0,0,6,0,0,0,0,1
4VAC15-420-140,19,1,0,0,0,1,0,0,0,0,0
4VAC15-420-10A,37,1,0,0,0,1,0,0,0,0,0
4VAC15-420-106,155,1,0,0,0,1,0,0,0,0,0
4VAC15-420-100,155,26,3.85,3.85,1,21,1,0,1,0,2
4VAC15-420-10,117,13,7.69,0,1,12,0,0,0,0,0
4VAC15-420,830,1,0,0,0,1,0,0,0,0,0
4VAC15-410-40A,187,1,0,0,0,1,0,0,0,0,0
4VAC15-410-30,51,1,0,0,0,1,0,0,0,0,0
