CodeSection,fips,total,black_percent,hispanic_percent,Black (Non-Hispanic),White (Non-Hispanic),Hispanic,American Indian or Alaskan Native,Asian or Pacific Islander,MISSING,Other
29.1-735,67,6468,4.48,3.26,290,5862,211,1,47,17,40
29.1-734.1,810,2,0,0,0,2,0,0,0,0,0
29.1-734,67,14,7.14,7.14,1,12,1,0,0,0,0
29.1-733.6,550,15,0,0,0,14,0,0,1,0,0
29.1-733.03,17,1,0,0,0,1,0,0,0,0,0
29.1-733,145,2,0,0,0,2,0,0,0,0,0
29.1-732.2.D4,810,1,0,0,0,1,0,0,0,0,0
29.1-732.2,810,1,0,0,0,1,0,0,0,0,0
29.1-732-202,810,1,0,0,0,1,0,0,0,0,0
29.1-732,67,12,0,16.67,0,10,2,0,0,0,0
29.1-730,105,2,0,0,0,2,0,0,0,0,0
29.1-728.03,19,1,0,0,0,1,0,0,0,0,0
29.1-725.2,109,4,0,0,0,4,0,0,0,0,0
29.1-721,800,1,0,0,0,1,0,0,0,0,0
29.1-717,117,1,0,0,0,1,0,0,0,0,0
29.1-713,73,1,0,0,0,1,0,0,0,0,0
29.1-711,830,2,0,0,0,2,0,0,0,0,0
29.1-708,67,5,0,0,0,5,0,0,0,0,0
29.1-707(B),141,2,0,0,0,2,0,0,0,0,0
29.1-707(A),117,1,0,0,0,1,0,0,0,0,0
29.1-707,67,1,0,0,0,1,0,0,0,0,0
29.1-706(I),119,1,0,0,0,1,0,0,0,0,0
29.1-705,810,10,10,10,1,7,1,0,0,0,1
29.1-703III,1,2,0,0,0,2,0,0,0,0,0
29.1-703II,101,2,0,0,0,2,0,0,0,0,0
29.1-703I,550,3,0,0,0,3,0,0,0,0,0
29.1-703A,701,2,0,0,0,2,0,0,0,0,0
29.1-7031,810,2,0,0,0,1,0,0,0,0,1
29.1-703(III),810,4,0,0,0,3,0,0,1,0,0
29.1-703(II),810,2,0,50,0,1,1,0,0,0,0
29.1-703(I),119,14,7.14,0,1,13,0,0,0,0,0
29.1-703(B),67,1,0,0,0,1,0,0,0,0,0
29.1-703(A),117,1,0,0,0,1,0,0,0,0,0
29.1-703(11),740,1,0,0,0,1,0,0,0,0,0
29.1-703(1),115,7,0,0,0,7,0,0,0,0,0
29.1-703.I,701,1,0,0,0,1,0,0,0,0,0
29.1-703.1,19,12,0,0,0,12,0,0,0,0,0
29.1-703-(III),1,1,0,0,0,1,0,0,0,0,0
29.1-703 (II),810,1,0,0,0,1,0,0,0,0,0
29.1-703 (A),117,1,0,0,0,1,0,0,0,0,0
29.1-703,67,1432,4.89,3.77,70,1283,54,0,16,1,8
29.1-702B,19,64,1.56,0,1,60,0,0,0,3,0
29.1-702A,810,62,9.68,1.61,6,54,1,0,1,0,0
29.1-7029B0,17,1,0,0,0,1,0,0,0,0,0
29.1-7023,141,1,0,0,0,1,0,0,0,0,0
29.1-702(B),67,325,1.85,0.62,6,313,2,0,2,2,0
29.1-702(A),117,108,5.56,0.93,6,99,1,0,1,0,1
29.1-702(6),67,1,0,0,0,1,0,0,0,0,0
29.1-702.B,89,2,0,0,0,2,0,0,0,0,0
29.1-702.A,550,4,0,0,0,4,0,0,0,0,0
29.1-702.3,119,1,0,0,0,1,0,0,0,0,0
29.1-702.2,67,1,0,0,0,1,0,0,0,0,0
29.1-702.1,1,12,8.33,0,1,11,0,0,0,0,0
29.1-702.(A),177,1,0,0,0,1,0,0,0,0,0
29.1-702-A,701,2,0,0,0,2,0,0,0,0,0
29.1-702-(B),67,1,0,0,0,1,0,0,0,0,0
29.1-702 B,17,1,0,0,0,1,0,0,0,0,0
29.1-702 A,145,2,0,0,0,2,0,0,0,0,0
29.1-702 (B),17,4,0,0,0,4,0,0,0,0,0
29.1-702,67,2144,3.4,2.89,73,1981,62,0,11,4,13
29.1-701/15-370,195,1,0,0,0,1,0,0,0,0,0
29.1-701(B),89,1,0,0,0,1,0,0,0,0,0
29.1-701,199,21,0,14.29,0,17,3,0,1,0,0
29.1-700,53,1,0,0,0,1,0,0,0,0,0
29.1-574,1,2,50,0,1,1,0,0,0,0,0
29.1-571(10),141,1,0,0,0,1,0,0,0,0,0
29.1-570.1,153,1,0,0,0,1,0,0,0,0,0
29.1-569,169,6,0,0,0,6,0,0,0,0,0
29.1-564,27,151,0,0,0,151,0,0,0,0,0
29.1-556,161,37,0,18.92,0,28,7,0,1,0,1
29.1-554.1,165,19,0,0,0,18,0,0,1,0,0
29.1-553(A),33,1,0,0,0,1,0,0,0,0,0
29.1-553,59,193,6.74,0.52,13,150,1,0,24,0,5
29.1-5521(A4),137,1,0,0,0,1,0,0,0,0,0
29.1-552,107,58,3.45,0,2,56,0,0,0,0,0
29.1-551,29,1,0,0,0,1,0,0,0,0,0
29.1-550(II),165,3,33.33,0,1,2,0,0,0,0,0
29.1-550(I),761,22,0,13.64,0,18,3,0,0,1,0
29.1-550(2),15,10,0,0,0,10,0,0,0,0,0
29.1-550(11),15,1,0,0,0,1,0,0,0,0,0
29.1-550(1),15,8,0,0,0,8,0,0,0,0,0
29.1-550.II,191,1,0,0,0,1,0,0,0,0,0
29.1-550.1,15,9,0,0,0,9,0,0,0,0,0
29.1-550,165,2676,4.86,3.25,130,2396,87,0,35,8,20
29.1-549,85,9,0,0,0,9,0,0,0,0,0
29.1-548/29.1-5,169,1,0,0,0,1,0,0,0,0,0
29.1-548,19,880,5.11,0.11,45,824,1,0,1,2,7
29.1-542 (4),77,1,0,0,0,1,0,0,0,0,0
29.1-542,701,1,0,0,0,1,0,0,0,0,0
29.1-541,121,1,0,0,0,1,0,0,0,0,0
29.1-54(10),21,1,0,0,0,1,0,0,0,0,0
29.1-539,41,6,0,0,0,6,0,0,0,0,0
29.1-537,165,4,0,0,0,4,0,0,0,0,0
29.1-533,187,1,0,100,0,0,1,0,0,0,0
29.1-531B,87,1,0,0,0,1,0,0,0,0,0
29.1-531A,177,2,0,50,0,1,1,0,0,0,0
29.1-531(B),193,5,0,60,0,2,3,0,0,0,0
29.1-531.A,87,1,0,100,0,0,1,0,0,0,0
29.1-531,43,257,4.67,43.58,12,109,112,0,16,1,7
29.1-530(2),165,1,0,0,0,1,0,0,0,0,0
29.1-530(1),15,1,0,0,0,1,0,0,0,0,0
29.1-530.2,163,168,2.98,0,5,162,0,0,0,0,1
29.1-530.1(A),165,1,0,0,0,1,0,0,0,0,0
29.1-530.1,19,978,7.36,1.53,72,888,15,0,0,0,3
29.1-530-1,195,1,0,0,0,1,0,0,0,0,0
29.1-530,77,8,0,12.5,0,7,1,0,0,0,0
29.1-529,49,6,0,0,0,6,0,0,0,0,0
29.1-528B,550,1,100,0,1,0,0,0,0,0,0
29.1-528,109,52,9.62,0,5,46,0,0,1,0,0
29.1-527,77,1,0,0,0,1,0,0,0,0,0
29.1-526/5-136,83,2,0,0,0,2,0,0,0,0,0
29.1-526/46-123,117,5,20,0,1,4,0,0,0,0,0
29.1-526/16-11,117,8,50,0,4,4,0,0,0,0,0
29.1-526(6),97,1,0,0,0,1,0,0,0,0,0
29.1-526-6,107,1,0,0,0,1,0,0,0,0,0
29.1-526,117,53,15.09,3.77,8,43,2,0,0,0,0
29.1-525B,800,15,0,6.67,0,14,1,0,0,0,0
29.1-525A1,145,2,0,0,0,2,0,0,0,0,0
29.1-525A,800,21,9.52,9.52,2,17,2,0,0,0,0
29.1-5251B,21,1,0,0,0,1,0,0,0,0,0
29.1-525(G),167,2,0,0,0,2,0,0,0,0,0
29.1-525(B),67,59,5.08,0,3,56,0,0,0,0,0
29.1-525(A),165,55,3.64,1.82,2,52,1,0,0,0,0
29.1-525(5),67,1,0,0,0,1,0,0,0,0,0
29.1-525(2),103,1,0,0,0,1,0,0,0,0,0
29.1-525.2,97,6,0,0,0,6,0,0,0,0,0
29.1-525.1,15,9,0,0,0,9,0,0,0,0,0
29.1-525 (B),141,2,0,0,0,2,0,0,0,0,0
29.1-525 (A),7,1,0,0,0,1,0,0,0,0,0
29.1-525,29,694,2.31,1.59,16,662,11,0,0,0,5
29.1-524A4,31,1,100,0,1,0,0,0,0,0,0
29.1-524(4),165,1,0,0,0,1,0,0,0,0,0
29.1-523A,143,1,0,0,0,1,0,0,0,0,0
29.1-523(A),165,1,0,0,0,1,0,0,0,0,0
29.1-523.1,139,72,1.39,0,1,69,0,0,2,0,0
29.1-523,165,1647,3.22,0.3,53,1583,5,0,0,2,4
29.1-5221(4),21,1,0,0,0,1,0,0,0,0,0
29.1-522,143,5,20,0,1,4,0,0,0,0,0
29.1-521B,161,1,0,0,0,1,0,0,0,0,0
29.1-521AE,127,1,0,0,0,1,0,0,0,0,0
29.1-521A6,830,1,0,0,0,1,0,0,0,0,0
29.1-521A4,1,8,12.5,0,1,7,0,0,0,0,0
29.1-521A10,31,9,22.22,0,2,7,0,0,0,0,0
29.1-521A1,101,8,0,0,0,8,0,0,0,0,0
29.1-521A(10),121,6,0,0,0,6,0,0,0,0,0
29.1-521A.4,109,2,0,0,0,2,0,0,0,0,0
29.1-521A.11,87,1,0,0,0,1,0,0,0,0,0
29.1-521A.10,191,2,0,0,0,2,0,0,0,0,0
29.1-521A-6,191,1,0,0,0,1,0,0,0,0,0
29.1-521A (10),5,1,0,0,0,1,0,0,0,0,0
29.1-521A,5,2,0,0,0,2,0,0,0,0,0
29.1-521(J)10,125,1,0,0,0,1,0,0,0,0,0
29.1-521(E),165,2,0,0,0,2,0,0,0,0,0
29.1-521(C),143,2,0,0,0,2,0,0,0,0,0
29.1-521(A6),143,13,0,0,0,13,0,0,0,0,0
29.1-521(A4),143,19,5.26,0,1,17,0,0,0,0,1
29.1-521(A3),135,2,100,0,2,0,0,0,0,0,0
29.1-521(A10),143,6,33.33,0,2,4,0,0,0,0,0
29.1-521(A1),27,2,0,0,0,2,0,0,0,0,0
29.1-521(A)4,43,3,0,0,0,3,0,0,0,0,0
29.1-521(A)10),169,1,0,0,0,1,0,0,0,0,0
29.1-521(A)10,93,3,0,0,0,3,0,0,0,0,0
29.1-521(A)(9),197,1,0,0,0,1,0,0,0,0,0
29.1-521(A)(6),141,16,12.5,6.25,2,13,1,0,0,0,0
29.1-521(A)(4),83,118,2.54,0,3,115,0,0,0,0,0
29.1-521(A)(3),83,13,0,0,0,12,0,0,0,0,1
29.1-521(A)(10),197,100,10,0,10,89,0,0,0,1,0
29.1-521(A)(1),63,21,0,0,0,21,0,0,0,0,0
29.1-521(A):6,171,8,0,0,0,8,0,0,0,0,0
29.1-521(A):4,171,1,0,0,0,1,0,0,0,0,0
29.1-521(A):3,171,10,0,0,0,10,0,0,0,0,0
29.1-521(A):10,171,31,0,0,0,31,0,0,0,0,0
29.1-521(A):1,171,1,0,0,0,1,0,0,0,0,0
29.1-521(A) (4),153,2,0,0,0,2,0,0,0,0,0
29.1-521(A),117,9,0,0,0,9,0,0,0,0,0
29.1-521(A.9),63,1,0,100,0,0,1,0,0,0,0
29.1-521(A-4),63,7,0,0,0,7,0,0,0,0,0
29.1-521(A-3),63,1,0,0,0,1,0,0,0,0,0
29.1-521(A-10),63,4,0,0,0,4,0,0,0,0,0
29.1-521(9),31,1,0,0,0,1,0,0,0,0,0
29.1-521(61),165,1,0,0,0,1,0,0,0,0,0
29.1-521(6),143,101,2.97,3.96,3,94,4,0,0,0,0
29.1-521(4)(A),141,2,0,0,0,2,0,0,0,0,0
29.1-521(4),19,172,1.16,1.16,2,168,2,0,0,0,0
29.1-521(4-A),63,1,0,0,0,1,0,0,0,0,0
29.1-521(30,197,1,0,0,0,1,0,0,0,0,0
29.1-521(3),17,12,0,0,0,12,0,0,0,0,0
29.1-521(2),93,1,0,0,0,1,0,0,0,0,0
29.1-521(11),143,1,0,0,0,1,0,0,0,0,0
29.1-521(10)A,185,1,0,0,0,1,0,0,0,0,0
29.1-521(10),143,329,3.04,0.91,10,316,3,0,0,0,0
29.1-521(1)(3),197,1,0,0,0,1,0,0,0,0,0
29.1-521(1),19,12,0,0,0,11,0,0,1,0,0
29.1-521.A6,149,1,0,0,0,1,0,0,0,0,0
29.1-521.A(10),810,3,0,0,0,3,0,0,0,0,0
29.1-521.A.4,85,1,0,0,0,1,0,0,0,0,0
29.1-521.A.10,45,1,0,0,0,1,0,0,0,0,0
29.1-521.A,175,3,0,0,0,2,0,0,0,0,1
29.1-521.6,143,14,57.14,0,8,6,0,0,0,0,0
29.1-521.4,19,34,5.88,0,2,32,0,0,0,0,0
29.1-521.3,15,2,0,0,0,2,0,0,0,0,0
29.1-521.2,17,6,0,0,0,6,0,0,0,0,0
29.1-521.10,109,26,3.85,3.85,1,24,1,0,0,0,0
29.1-521.1.1,67,2,0,0,0,2,0,0,0,0,0
29.1-521.1,19,245,2.86,0,7,232,0,0,0,0,6
29.1-521-A4,800,2,50,0,1,1,0,0,0,0,0
29.1-521-6,165,2,0,0,0,2,0,0,0,0,0
29.1-521-4,165,1,0,0,0,1,0,0,0,0,0
29.1-521-10,830,3,0,0,0,3,0,0,0,0,0
29.1-521-1,127,1,0,0,0,1,0,0,0,0,0
29.1-521 A4,1,2,0,0,0,2,0,0,0,0,0
29.1-521 A10,105,3,0,0,0,3,0,0,0,0,0
29.1-521 A(6),17,1,0,0,0,1,0,0,0,0,0
29.1-521 A (6),17,1,0,0,0,1,0,0,0,0,0
29.1-521 A (10),163,1,0,0,0,1,0,0,0,0,0
29.1-521 10),19,1,0,0,0,1,0,0,0,0,0
29.1-521 (A)(4),9,3,0,0,0,3,0,0,0,0,0
29.1-521 (A..4),117,1,0,0,0,1,0,0,0,0,0
29.1-521 (6),163,4,0,0,0,4,0,0,0,0,0
29.1-521 (4),77,6,0,0,0,6,0,0,0,0,0
29.1-521 (10),195,17,11.76,0,2,15,0,0,0,0,0
29.1-521  A (6),17,1,0,0,0,1,0,0,0,0,0
29.1-521,67,5760,3.63,0.62,209,5455,36,1,21,16,22
29.1-520.1.1,85,1,0,0,0,1,0,0,0,0,0
29.1-520,67,362,7.18,1.38,26,329,5,0,0,0,2
29.1-52(6),67,1,0,0,0,1,0,0,0,0,0
29.1-52(10)A,5,1,0,0,0,1,0,0,0,0,0
29.1-52.3,5,1,0,0,0,1,0,0,0,0,0
29.1-52 (A3),153,1,0,0,0,1,0,0,0,0,0
29.1-52,5,1,0,0,0,0,0,0,1,0,0
29.1-519A2,800,1,0,0,0,1,0,0,0,0,0
29.1-519A.2,87,1,0,0,0,1,0,0,0,0,0
29.1-519A-2,570,1,0,0,0,1,0,0,0,0,0
29.1-519(C),35,1,0,0,0,1,0,0,0,0,0
29.1-519(2),117,10,0,0,0,10,0,0,0,0,0
29.1-519.2,7,4,25,0,1,3,0,0,0,0,0
29.1-519,67,269,4.09,0.37,11,254,1,0,0,0,3
29.1-516,57,2,0,0,0,2,0,0,0,0,0
29.1-515,117,19,0,0,0,19,0,0,0,0,0
29.1-514,115,1,0,0,0,1,0,0,0,0,0
29.1-512,29,2,0,0,0,2,0,0,0,0,0
29.1-510B,195,2,0,0,0,2,0,0,0,0,0
29.1-510,67,2,0,0,0,2,0,0,0,0,0
29.1-509,197,3,0,0,0,3,0,0,0,0,0
29.1-508.1,61,2,0,0,0,2,0,0,0,0,0
29.1-505/4VAC15,810,11,0,0,0,11,0,0,0,0,0
29.1-505/4VAC-4,810,2,0,0,0,2,0,0,0,0,0
29.1-505(A),7,1,0,0,0,1,0,0,0,0,0
29.1-505.1(A),141,2,0,0,0,2,0,0,0,0,0
29.1-505.1,165,225,4,0,9,215,0,0,0,1,0
29.1-505-1,179,1,0,0,0,1,0,0,0,0,0
29.1-505,191,1617,3.46,4.02,56,1456,65,0,18,5,17
29.1-503,9,2,0,0,0,2,0,0,0,0,0
29.1-502,19,59,5.08,0,3,55,0,0,0,0,1
29.1-501(C),27,3,0,0,0,3,0,0,0,0,0
29.1-501(B),191,1,0,0,0,1,0,0,0,0,0
29.1-501(A),185,1,0,0,0,1,0,0,0,0,0
29.1-501,173,156,4.49,1.92,7,143,3,0,2,0,1
29.1-500,680,1,0,0,0,1,0,0,0,0,0
29.1-478(7),5,1,0,0,0,1,0,0,0,0,0
29.1-448,19,2,0,0,0,2,0,0,0,0,0
29.1-430-30-B,119,1,0,0,0,1,0,0,0,0,0
29.1-422,520,3,33.33,0,1,2,0,0,0,0,0
29.1-421(10),67,1,0,0,0,1,0,0,0,0,0
29.1-415,155,3,0,0,0,3,0,0,0,0,0
29.1-412,59,45,0,0,0,44,0,0,1,0,0
29.1-408,15,550,3.82,2,21,497,11,0,21,0,0
29.1-405,121,1,0,0,0,1,0,0,0,0,0
29.1-399.2,111,1,0,0,0,1,0,0,0,0,0
29.1-385,770,1,0,0,0,1,0,0,0,0,0
29.1-375(C),830,1,0,0,0,1,0,0,0,0,0
29.1-375,177,1,0,100,0,0,1,0,0,0,0
29.1-366,103,1,0,0,0,1,0,0,0,0,0
29.1-360,73,1,0,0,0,1,0,0,0,0,0
29.1-355,761,14,28.57,7.14,4,9,1,0,0,0,0
29.1-354,177,7,14.29,0,1,6,0,0,0,0,0
29.1-351.1,173,6,0,16.67,0,5,1,0,0,0,0
29.1-351,153,1,0,0,0,1,0,0,0,0,0
29.1-349A,36,5,0,0,0,5,0,0,0,0,0
29.1-349,73,28,0,0,0,28,0,0,0,0,0
29.1-347,193,1,0,0,0,1,0,0,0,0,0
29.1-344,133,1,0,0,0,1,0,0,0,0,0
29.1-342,93,2,0,0,0,2,0,0,0,0,0
29.1-341.1,193,3,0,0,0,3,0,0,0,0,0
29.1-339.2A,101,1,0,0,0,1,0,0,0,0,0
29.1-339.2,810,93,3.23,0,3,89,0,0,1,0,0
29.1-339.1,177,1,0,0,0,1,0,0,0,0,0
29.1-339-2,810,2,0,0,0,2,0,0,0,0,0
29.1-339,57,5,0,0,0,5,0,0,0,0,0
29.1-338,1,72,6.94,1.39,5,66,1,0,0,0,0
29.1-337B,5,1,0,0,0,1,0,0,0,0,0
29.1-337.1,810,239,8.79,6.28,21,199,15,0,2,0,2
29.1-337,101,25,16,8,4,18,2,0,1,0,0
29.1-336A,93,2,0,0,0,2,0,0,0,0,0
29.1-336,67,555,12.43,3.24,69,463,18,0,2,1,2
29.1-335(310B),173,1,0,0,0,1,0,0,0,0,0
29.1-335.A,800,1,100,0,1,0,0,0,0,0,0
29.1-335.2,810,1,0,0,0,0,0,0,1,0,0
29.1-335,19,32179,14.65,9.42,4714,23791,3031,8,309,92,234
29.1-334.2,550,1,0,0,0,1,0,0,0,0,0
29.1-3335,550,1,0,0,0,1,0,0,0,0,0
29.1-333.1,800,1,0,0,0,1,0,0,0,0,0
29.1-333,730,1,0,0,0,1,0,0,0,0,0
29.1-3325,670,1,0,0,0,1,0,0,0,0,0
29.1-331.5,195,1,0,0,0,1,0,0,0,0,0
29.1-331,121,2,0,0,0,2,0,0,0,0,0
29.1-330,113,3,0,0,0,3,0,0,0,0,0
29.1-33.5,5,1,0,0,0,1,0,0,0,0,0
29.1-325(B),7,1,0,0,0,1,0,0,0,0,0
29.1-325,169,2,0,0,0,2,0,0,0,0,0
29.1-323,31,1,0,0,0,1,0,0,0,0,0
29.1-321(10),191,1,0,0,0,1,0,0,0,0,0
29.1-310B.1,27,1,0,0,0,1,0,0,0,0,0
29.1-310B,195,8,25,0,2,6,0,0,0,0,0
29.1-310(B),63,21,0,9.52,0,19,2,0,0,0,0
29.1-310.1,762,1,0,0,0,1,0,0,0,0,0
29.1-310 B,169,1,0,0,0,1,0,0,0,0,0
29.1-310 (B),195,2,0,0,0,2,0,0,0,0,0
29.1-310,165,113,7.96,5.31,9,94,6,0,1,1,2
29.1-308,730,2,0,0,0,2,0,0,0,0,0
29.1-307,9,59,0,3.39,0,56,2,0,0,0,1
29.1-306.1,3,8,0,0,0,8,0,0,0,0,0
29.1-306,19,53,0,0,0,53,0,0,0,0,0
29.1-305(A),27,1,0,0,0,1,0,0,0,0,0
29.1-305,165,291,5.5,0.34,16,272,1,1,0,0,1
29.1-302.1,701,5,20,20,1,3,1,0,0,0,0
29.1-301D1,97,1,0,0,0,1,0,0,0,0,0
29.1-301,711,1,0,0,0,1,0,0,0,0,0
29.1-300(1)(B),101,1,0,0,0,1,0,0,0,0,0
29.1-300.4,36,2,0,0,0,2,0,0,0,0,0
29.1-300.1B,101,2,0,0,0,2,0,0,0,0,0
29.1-300.1(B),9,1,0,0,0,1,0,0,0,0,0
29.1-300.1,101,14,14.29,0,2,12,0,0,0,0,0
29.1-300,153,32,6.25,0,2,26,0,0,1,0,3
29.1-30(D1),19,1,0,0,0,1,0,0,0,0,0
29.1-286,143,1,0,0,0,1,0,0,0,0,0
29.1-285,31,1,0,0,0,1,0,0,0,0,0
29.1-256/16-11,117,1,100,0,1,0,0,0,0,0,0
29.1-253,133,1,0,0,0,1,0,0,0,0,0
29.1-252A,61,2,0,50,0,1,1,0,0,0,0
29.1-252(B),141,1,0,0,0,1,0,0,0,0,0
29.1-252(A),195,1,0,0,0,1,0,0,0,0,0
29.1-251.1,27,1,0,0,0,1,0,0,0,0,0
29.1-251,77,3,0,0,0,3,0,0,0,0,0
29.1-250.1,147,1,0,0,0,1,0,0,0,0,0
29.1-250,67,1,0,0,0,1,0,0,0,0,0
29.1-248.6,153,1,0,0,0,1,0,0,0,0,0
29.1-248,830,1,0,0,0,1,0,0,0,0,0
29.1-242,5,1,0,0,0,1,0,0,0,0,0
29.1-235,153,4,0,0,0,3,0,0,0,1,0
29.1-225,73,3,0,33.33,0,2,1,0,0,0,0
29.1-210,191,1,0,0,0,1,0,0,0,0,0
29.1-207,145,14,7.14,0,1,13,0,0,0,0,0
29.1-205,77,1,0,0,0,1,0,0,0,0,0
29.1-203(I),830,1,0,0,0,1,0,0,0,0,0
29.1-201,153,1,0,0,0,1,0,0,0,0,0
29.1-2-702(A),810,1,0,0,0,1,0,0,0,0,0
29.1-2-1,59,1,100,0,1,0,0,0,0,0,0
29.1-1735.2,59,1,0,100,0,0,1,0,0,0,0
29.1-16.1,710,1,100,0,1,0,0,0,0,0,0
29.1-153,195,1,0,0,0,1,0,0,0,0,0
29.1-15-90-231,139,1,0,0,0,1,0,0,0,0,0
29.1-1350,199,1,0,0,0,0,0,0,1,0,0
29.1-135,701,2,50,50,1,0,1,0,0,0,0
29.1-134,29,2,0,0,0,2,0,0,0,0,0
29.1-132,67,13,46.15,0,6,7,0,0,0,0,0
29.1-113C,187,1,0,0,0,1,0,0,0,0,0
29.1-113(C)(2),53,2,0,0,0,2,0,0,0,0,0
29.1-113(C),107,6,0,83.33,0,1,5,0,0,0,0
29.1-113,61,35,0,8.57,0,30,3,0,2,0,0
29.1-103I,701,1,0,0,0,1,0,0,0,0,0
29.1-103,800,3,0,0,0,3,0,0,0,0,0
29.1-000,193,1,0,0,0,1,0,0,0,0,0
29.1-(A4),141,1,0,0,0,1,0,0,0,0,0
29.1-.339.2,115,1,0,0,0,1,0,0,0,0,0
29.1-.335,57,1,100,0,1,0,0,0,0,0,0
29..1-738,67,1,0,0,0,1,0,0,0,0,0
29.-41,711,1,100,0,1,0,0,0,0,0,0
29.-335,630,1,0,0,0,1,0,0,0,0,0
29.-306,195,1,0,0,0,1,0,0,0,0,0
29-97,650,2,0,0,0,2,0,0,0,0,0
29-96,701,4,100,0,4,0,0,0,0,0,0
29-91,770,1,100,0,1,0,0,0,0,0,0
29-9,711,248,71.37,0,177,69,0,0,1,0,1
29-80 (A),711,1,100,0,1,0,0,0,0,0,0
29-80,712,2,100,0,2,0,0,0,0,0,0
29-8-,710,1,100,0,1,0,0,0,0,0,0
29-8,711,2773,72.59,0.04,2013,698,1,1,27,2,31
29-79,711,13,30.77,0,4,9,0,0,0,0,0
29-77(CC),710,1,0,0,0,1,0,0,0,0,0
29-77(A),711,2,0,0,0,2,0,0,0,0,0
29-77 (CC),710,1,100,0,1,0,0,0,0,0,0
29-77 (A),711,1,0,0,0,1,0,0,0,0,0
29-77,711,567,25.75,0.18,146,420,1,0,0,0,0
29-76,711,16,68.75,0,11,5,0,0,0,0,0
29-75,711,9,22.22,0,2,7,0,0,0,0,0
29-74,711,198,66.16,0,131,64,0,0,1,0,2
29-735.2,5,1,0,0,0,1,0,0,0,0,0
29-73.1,711,436,80.05,0,349,83,0,0,3,0,1
29-73,711,199,83.92,1.01,167,30,2,0,0,0,0
29-72,711,1,100,0,1,0,0,0,0,0,0
29-71,711,1,100,0,1,0,0,0,0,0,0
29-70.1(C),710,1,100,0,1,0,0,0,0,0,0
29-70.1 (C),710,1,100,0,1,0,0,0,0,0,0
29-70.1,710,2,100,0,2,0,0,0,0,0,0
29-70,711,1,100,0,1,0,0,0,0,0,0
29-7 (B),710,1,100,0,1,0,0,0,0,0,0
29-7,711,23,60.87,0,14,9,0,0,0,0,0
29-69.1,711,1,100,0,1,0,0,0,0,0,0
29-67.1 (C),711,1,0,0,0,1,0,0,0,0,0
29-66,701,6,100,0,6,0,0,0,0,0,0
29-64,711,2,0,0,0,2,0,0,0,0,0
29-630,711,1,100,0,1,0,0,0,0,0,0
29-61.1,711,1,100,0,1,0,0,0,0,0,0
29-6-C,131,3,100,0,3,0,0,0,0,0,0
29-6,711,4,75,0,3,1,0,0,0,0,0
29-59 (B),711,1,0,0,0,1,0,0,0,0,0
29-59,711,7,71.43,0,5,2,0,0,0,0,0
29-58,711,127,39.37,0.79,50,64,1,0,1,0,11
29-56,711,2,50,0,1,1,0,0,0,0,0
29-55,711,17,76.47,0,13,3,0,0,0,0,1
29-54,711,2,50,0,1,1,0,0,0,0,0
29-53A,711,1,100,0,1,0,0,0,0,0,0
29-53/29-53,711,1,100,0,1,0,0,0,0,0,0
29-53(B),711,4,75,0,3,1,0,0,0,0,0
29-53(A),711,27,85.19,0,23,4,0,0,0,0,0
29-53 (A),711,20,90,0,18,2,0,0,0,0,0
29-53,711,227,81.5,0,185,42,0,0,0,0,0
29-521-10,165,1,0,0,0,1,0,0,0,0,0
29-52,701,7,28.57,0,2,5,0,0,0,0,0
29-51,701,2,100,0,2,0,0,0,0,0,0
29-50,711,7,14.29,0,1,6,0,0,0,0,0
29-5(C),711,3,100,0,3,0,0,0,0,0,0
29-5(B),711,15,80,0,12,3,0,0,0,0,0
29-5(A)(C),710,2,0,0,0,2,0,0,0,0,0
29-5(A),711,37,78.38,0,29,8,0,0,0,0,0
29-5 (CC),710,1,100,0,1,0,0,0,0,0,0
29-5 (C),710,6,100,0,6,0,0,0,0,0,0
29-5 (B),711,35,74.29,0,26,9,0,0,0,0,0
29-5 (A),711,178,73.6,0,131,46,0,0,0,0,1
29-5,711,337,81.31,2.37,274,55,8,0,0,0,0
29-49,711,60,91.67,0,55,5,0,0,0,0,0
29-488,711,1,100,0,1,0,0,0,0,0,0
29-48(U/A),711,1,100,0,1,0,0,0,0,0,0
29-48(CC),710,2,50,0,1,1,0,0,0,0,0
29-48(C),711,1,100,0,1,0,0,0,0,0,0
29-48 (CC),710,3,100,0,3,0,0,0,0,0,0
29-48,711,6524,84.89,0.32,5538,929,21,2,11,1,22
29-47.1,701,1,100,0,1,0,0,0,0,0,0
29-47,701,24,87.5,0,21,3,0,0,0,0,0
29-46(B),711,1,0,0,0,1,0,0,0,0,0
29-46,701,459,75.16,1.09,345,104,5,0,4,0,1
29-45,711,1,100,0,1,0,0,0,0,0,0
29-43,701,10,90,0,9,1,0,0,0,0,0
29-42,701,4,50,0,2,2,0,0,0,0,0
29-41,711,302,59.6,1.99,180,113,6,0,2,1,0
29-40,710,2,100,0,2,0,0,0,0,0,0
29-39,701,2,100,0,2,0,0,0,0,0,0
29-38,711,2,100,0,2,0,0,0,0,0,0
29-36CC,711,1,0,0,0,1,0,0,0,0,0
29-36 (A),711,1,0,0,0,1,0,0,0,0,0
29-36,711,636,77.52,0,493,134,0,0,2,0,7
29-35,701,3,0,33.33,0,2,1,0,0,0,0
